,mut_NB_f4,mut_NB_f5
g23069,0,0
g23070,0,0
g23071,1,0
g23072,0,0
g23073,1044,551
g23074,0,0
g23075,0,0
g23076,0,0
g23077,0,0
g23078,0,0
g23079,0,0
g23080,0,0
g23081,0,0
g23082,0,0
g23083,0,0
g23084,0,1
g23085,190,180
g23086,0,2
g23087,20,9
g23088,113,83
g23089,413,365
g23090,828,913
g23091,1,0
g23092,191,146
g23093,0,0
g23094,94,61
g23095,74,71
g23096,277,304
g23097,64,65
g23098,40,34
g23099,6,6
g23100,765,471
g23101,379,282
g23102,505,327
g23103,18,13
g23104,36,26
g23105,1583,1497
g23106,10,6
g23107,0,0
g23108,0,0
g23109,0,0
g23110,545,430
g23111,155,117
g23112,473,337
g23113,74,30
g23114,0,1
g23115,0,0
g23116,1026,570
g23117,14,6
g23118,3,1
g23119,0,0
g23120,0,2
g23121,2,2
g23122,0,1
g23123,412,280
g23124,273,228
g23125,1,0
g23126,270,136
g23127,172,96
g23128,4,2
g23129,155,138
g23130,23,18
g23131,960,924
g23132,97,115
g23133,99,92
g23134,62,42
g23135,793,546
g23136,64,53
g23137,22,12
g23138,79,47
g23139,491,416
g23140,12,9
g23141,84,85
g23142,52,42
g23143,1480,918
g23144,2769,1845
g23145,224,131
g23146,50,51
g23147,0,0
g23148,144,114
g23149,976,978
g23150,256,184
g23151,48,69
g23152,39,34
g23153,6960,6022
g23154,623,554
g23155,0,0
g23156,5,5
g23157,227,268
g23158,0,0
g23159,0,0
g23160,1,0
g23161,0,0
g23162,0,0
g23163,0,0
g23164,0,0
g23165,0,7
g23166,0,0
g23167,1,4
g23168,0,0
g23169,22,10
g23170,0,0
g23171,233,198
g23172,237,180
g23173,7,7
g23174,0,0
g23175,1,12
g23176,1,1
g23177,0,1
g23178,0,0
g23179,169,125
g23180,28,12
g23181,1,3
g23182,0,0
g23183,10,14
g23184,527,465
g23185,84,114
g23186,113,138
g23187,0,0
g23188,189,170
g23189,3,1
g23190,12,13
g23191,325,305
g23192,6,5
g23193,845,748
g23194,1089,940
g23195,0,0
g23196,0,0
g23197,25,10
g23198,68,67
g23199,762,655
g23200,750,417
g23201,40,10
g23202,374,235
g23203,68,69
g23204,738,784
g23205,7,6
g23206,1771,984
g23207,0,1
g23208,0,0
g23209,193,144
g23210,174,145
g23211,37,47
g23212,456,335
g23213,0,0
g23214,22,36
g23215,1,0
g23216,0,0
g23217,92,93
g23218,0,0
g23219,9,4
g23220,2,1
g23221,67,54
g23222,25,53
g23223,397,322
g23224,919,601
g23225,125,97
g23226,1,0
g23227,0,0
g23228,0,0
g23229,0,0
g23230,0,0
g23231,41,148
g23232,5,8
g23233,2044,1891
g23234,295,270
g23235,3,2
g23236,925,741
g23237,1198,769
g23238,339,254
g23239,0,0
g23240,0,0
g23241,0,0
g23242,0,0
g23243,0,0
g23244,0,0
g23245,0,0
g23246,0,0
g23247,0,0
g23248,1623,1297
g23249,77,29
g23250,0,1
g23251,0,0
g23252,0,0
g23253,0,0
g23254,3,0
g23255,7,25
g23256,2,3
g23257,3,7
g23258,0,0
g23259,6,8
g23260,1,1
g23261,0,2
g23262,9,23
g23263,0,1
g23264,16,12
g23265,203,138
g23266,31,39
g23267,1,1
g23268,36,20
g23269,88,75
g23270,331,318
g23271,0,3
g23272,6043,5811
g23273,40,20
g23274,58,48
g23275,21,29
g23276,4,5
g23277,87,148
g23278,1,0
g23279,656,632
g23280,744,498
g23281,136,122
g23282,1,0
g23283,137,79
g23284,186,148
g23285,2,1
g23286,2,2
g23287,171,134
g23288,49,37
g23289,76,116
g23290,0,0
g23291,0,0
g23292,0,0
g23293,5,6
g23294,77,42
g23295,15,14
g23296,7,2
g23297,464,410
g23298,1,0
g23299,0,0
g23300,0,0
g23301,21,23
g23302,0,0
g23303,0,0
g23304,0,0
g23305,0,2
g23306,0,0
g23307,0,8
g23308,6,16
g23309,8,10
g23310,0,1
g23311,41,12
g23312,6,3
g23313,44,45
g23314,0,0
g23315,0,0
g23316,0,0
g23317,0,0
g23318,0,0
g23319,0,0
g23320,0,0
g23321,1,0
g23322,147,93
g23323,90,64
g23324,351,286
g23325,0,3
g23326,0,2
g23327,54,65
g23328,1,0
g23329,133,111
g23330,334,262
g23331,17,10
g23332,8,8
g23333,2,0
g23334,2,0
g23335,0,0
g23336,0,0
g23337,0,0
g23338,0,0
g23339,1813,1657
g23340,71,58
g23341,2234,1868
g23342,1,1
g23343,182,150
g23344,146,105
g23345,11,5
g23346,0,0
g23347,70,39
g23348,160,177
g23349,1,1
g23350,3,0
g23351,0,0
g23352,1,1
g23353,0,0
g23354,19,16
g23355,0,0
g23356,842,888
g23357,1435,929
g23358,88,47
g23359,124,121
g23360,1,0
g23361,0,0
g23362,1,0
g23363,0,1
g23364,0,0
g23365,12,4
g23366,0,0
g23367,38,36
g23368,0,0
g23369,0,0
g23370,1,6
g23371,99,93
g23372,0,0
g23373,41,20
g23374,0,0
g23375,281,194
g23376,443,516
g23377,87,39
g23378,3,1
g23379,200,222
g23380,7,11
g23381,0,1
g23382,60,41
g23383,2646,2192
g23384,776,592
g23385,38,24
g23386,76,46
g23387,3,2
g23388,30,20
g23389,0,0
g23390,0,0
g23391,88,55
g23392,1,1
g23393,224,169
g23394,53,32
g23395,349,289
g23396,1209,920
g23397,129,72
g23398,131,101
g23399,7,6
g23400,21,16
g23401,17,11
g23402,406,380
g23403,28,20
g23404,3294,3143
g23405,6,3
g23406,1989,1443
g23407,346,265
g23408,3,15
g23409,0,0
g23410,0,0
g23411,3,4
g23412,264,178
g23413,129,94
g23414,359,338
g23415,7,2
g23416,171,146
g23417,94,68
g23418,91,97
g23419,267,182
g23420,0,0
g23421,308,184
g23422,606,446
g23423,900,1051
g23424,22,23
g23425,22,23
g23426,1956,1554
g23427,4,4
g23428,300,211
g23429,257,198
g23430,1,1
g23431,8,17
g23432,98,167
g23433,163,111
g23434,287,238
g23435,2199,2116
g23436,994,962
g23437,116,127
g23438,480,343
g23439,6,9
g23440,0,0
g23441,170,168
g23442,260,257
g23443,4627,3281
g23444,80,12
g23445,7,5
g23446,3,1
g23447,48,29
g23448,164,180
g23449,3164,2922
g23450,1318,772
g23451,53,67
g23452,1278,886
g23453,2,3
g23454,508,295
g23455,13,12
g23456,3,3
g23457,548,608
g23458,9,2
g23459,561,426
g23460,19,15
g23461,23,20
g23462,0,0
g23463,1,3
g23464,0,0
g23465,0,0
g23466,65,58
g23467,1104,961
g23468,441,319
g23469,57,59
g23470,443,423
g23471,4,4
g23472,493,515
g23473,32,9
g23474,167,221
g23475,133,98
g23476,1168,664
g23477,3801,2243
g23478,96,77
g23479,8,18
g23480,1,2
g23481,21,13
g23482,388,332
g23483,8,7
g23484,0,0
g23485,287,152
g23486,573,444
g23487,1049,834
g23488,246,215
g23489,7,13
g23490,446,287
g23491,17,44
g23492,21,10
g23493,1,0
g23494,2,1
g23495,1451,1339
g23496,25,10
g23497,5,10
g23498,45,38
g23499,58,35
g23500,11,2
g23501,0,0
g23502,0,0
g23503,0,0
g23504,2649,2390
g23505,1115,853
g23506,339,224
g23507,4,2
g23508,0,0
g23509,882,776
g23510,93,76
g23511,85,355
g23512,1580,1238
g23513,0,2
g23514,20,35
g23515,273,262
g23516,860,749
g23517,41,23
g23518,174,150
g23519,996,809
g23520,75,54
g23521,5,0
g23522,974,673
g23523,1,4
g23524,99,53
g23525,1,0
g23526,6,5
g23527,246,263
g23528,70,67
g23529,2706,1881
g23530,146,101
g23531,0,16
g23532,1,3
g23533,0,0
g23534,0,0
g23535,12,10
g23536,0,0
g23537,898,589
g23538,117,88
g23539,389,188
g23540,68,41
g23541,0,0
g23542,8,25
g23543,0,0
g23544,0,0
g23545,0,0
g23546,25,19
g23547,139,117
g23548,127,127
g23549,81,79
g23550,4,1
g23551,93,96
g23552,11,8
g23553,515,569
g23554,1360,1085
g23555,941,910
g23556,53,45
g23557,14,3
g23558,3,7
g23559,2,1
g23560,0,0
g23561,11,9
g23562,298,248
g23563,1578,1644
g23564,21,24
g23565,2167,1605
g23566,29,27
g23567,15,34
g23568,199,165
g23569,33,54
g23570,652,970
g23571,3,11
g23572,78,80
g23573,0,0
g23574,1,0
g23575,4,7
g23576,0,0
g23577,352,359
g23578,2889,3108
g23579,1323,1110
g23580,1655,1610
g23581,63,75
g23582,47,62
g23583,501,461
g23584,122,157
g23585,435,227
g23586,76,35
g23587,23,14
g23588,608,558
g23589,273,267
g23590,296,166
g23591,2,6
g23592,2,13
g23593,0,0
g23594,67,70
g23595,1,1
g23596,0,0
g23597,33,11
g23598,49,40
g23599,210,396
g23600,1,1
g23601,266,174
g23602,20,20
g23603,1288,1255
g23604,36,30
g23605,44,26
g23606,1,1
g23607,1,1
g23608,14,29
g23609,23,38
g23610,14,14
g23611,13,12
g23612,7433,5279
g23613,1007,587
g23614,360,235
g23615,76,87
g23616,35,13
g23617,1779,839
g23618,1454,1148
g23619,509,407
g23620,9,6
g23621,419,203
g23622,31,19
g23623,9,4
g23624,1489,1321
g23625,295,271
g23626,589,614
g23627,3540,3200
g23628,0,3
g23629,452,311
g23630,13,10
g23631,73,38
g23632,13,5
g23633,1298,857
g23634,278,184
g23635,52,20
g23636,17,7
g23637,428,248
g23638,2179,2140
g23639,6551,3297
g23640,995,698
g23641,96,23
g23642,412,380
g23643,1095,820
g23644,2675,2235
g23645,508,384
g23646,334,249
g23647,15,9
g23648,130,107
g23649,150,140
g23650,155,148
g23651,470,348
g23652,18,20
g23653,0,0
g23654,1,0
g23655,1416,1251
g23656,61,70
g23657,3,4
g23658,43,43
g23659,1142,859
g23660,1760,1674
g23661,17,16
g23662,505,562
g23663,329,397
g23664,1,2
g23665,742,725
g23666,427,290
g23667,122,100
g23668,686,533
g23669,0,2
g23670,0,0
g23671,0,0
g23672,2,1
g23673,0,0
g23674,5,11
g23675,84,77
g23676,297,296
g23677,7,3
g23678,474,313
g23679,9,9
g23680,159,103
g23681,424,424
g23682,20,31
g23683,5,5
g23684,6,5
g23685,63,48
g23686,513,423
g23687,1,10
g23688,0,0
g23689,0,0
g23690,16,11
g23691,0,0
g23692,912,714
g23693,675,449
g23694,509,641
g23695,90,44
g23696,361,352
g23697,43,40
g23698,1914,746
g23699,87,66
g23700,505,301
g23701,1,1
g23702,199,315
g23703,453,390
g23704,2007,1844
g23705,31,21
g23706,1,0
g23707,0,0
g23708,0,0
g23709,0,1
g23710,0,0
g23711,0,0
g23712,0,0
g23713,1,0
g23714,1,1
g23715,11,8
g23716,5,1
g23717,758,655
g23718,174,152
g23719,22,21
g23720,10,5
g23721,292,282
g23722,77,62
g23723,7,23
g23724,0,0
g23725,201,146
g23726,829,825
g23727,233,155
g23728,0,0
g23729,1,0
g23730,1621,1274
g23731,2,2
g23732,48,139
g23733,13,3
g23734,396,352
g23735,168,136
g23736,140,160
g23737,3,5
g23738,46,2
g23739,205,182
g23740,93,62
g23741,1,1
g23742,135,92
g23743,249,205
g23744,133,103
g23745,833,430
g23746,14,7
g23747,12,9
g23748,1128,891
g23749,12,6
g23750,0,0
g23751,321,267
g23752,1010,716
g23753,0,1
g23754,0,0
g23755,103,105
g23756,102,79
g23757,44,23
g23758,166,158
g23759,4675,4212
g23760,63,86
g23761,1,0
g23762,17,14
g23763,236,286
g23764,234,161
g23765,2964,2027
g23766,37,30
g23767,2,2
g23768,261,162
g23769,436,402
g23770,0,0
g23771,1,2
g23772,1,0
g23773,2,2
g23774,0,0
g23775,39,99
g23776,0,0
g23777,0,0
g23778,14,35
g23779,4,6
g23780,2,1
g23781,205,153
g23782,30,17
g23783,32,26
g23784,0,0
g23785,1,0
g23786,0,1
g23787,13,16
g23788,153,110
g23789,1192,1235
g23790,6,5
g23791,210,165
g23792,1,0
g23793,0,0
g23794,52,37
g23795,0,0
g23796,5,4
g23797,65,58
g23798,0,0
g23799,0,0
g23800,1,0
g23801,0,2
g23802,0,0
g23803,49,107
g23804,2842,2810
g23805,6188,6905
g23806,13,7
g23807,5,3
g23808,0,1
g23809,3,2
g23810,1268,990
g23811,560,523
g23812,111,105
g23813,167,129
g23814,2,1
g23815,2,2
g23816,112,201
g23817,87,103
g23818,15,13
g23819,13,9
g23820,392,346
g23821,451,401
g23822,12,13
g23823,33,23
g23824,152,127
g23825,36,21
g23826,1,3
g23827,0,1
g23828,0,0
g23829,0,2
g23830,1947,1096
g23831,164,164
g23832,17,13
g23833,1585,1562
g23834,22,26
g23835,2,3
g23836,101,219
g23837,4,3
g23838,47,29
g23839,640,437
g23840,17,17
g23841,179,180
g23842,39,43
g23843,39,57
g23844,19,38
g23845,370,243
g23846,2194,1660
g23847,3,2
g23848,168,167
g23849,303,245
g23850,23,15
g23851,7,1
g23852,784,558
g23853,4,2
g23854,121,105
g23855,0,4
g23856,43,31
g23857,5,2
g23858,160,87
g23859,2,0
g23860,16,5
g23861,338,244
g23862,141,134
g23863,1149,848
g23864,3902,3453
g23865,341,304
g23866,22,18
g23867,5,6
g23868,45,24
g23869,297,259
g23870,542,495
g23871,12416,10550
g23872,279,231
g23873,0,3
g23874,92,67
g23875,0,0
g23876,579,281
g23877,4,2
g23878,7835,9149
g23879,1713,1806
g23880,85,80
g23881,261,161
g23882,489,417
g23883,339,279
g23884,85,50
g23885,596,436
g23886,122,110
g23887,222,160
g23888,217,188
g23889,3,1
g23890,158,148
g23891,10,4
g23892,603,622
g23893,7696,5702
g23894,7,10
g23895,159,177
g23896,935,916
g23897,3,5
g23898,1323,1233
g23899,0,0
g23900,25,47
g23901,0,0
g23902,1,0
g23903,1,0
g23904,0,0
g23905,747,578
g23906,52,63
g23907,3,0
g23908,88,51
g23909,148,115
g23910,1353,1095
g23911,213,128
g23912,696,519
g23913,1444,1287
g23914,5,1
g23915,106,75
g23916,58,88
g23917,1,0
g23918,0,0
g23919,44,42
g23920,0,2
g23921,53,37
g23922,0,0
g23923,0,0
g23924,139,176
g23925,349,333
g23926,724,868
g23927,1364,1169
g23928,4,1
g23929,525,478
g23930,70,44
g23931,96,46
g23932,166,123
g23933,523,405
g23934,0,0
g23935,644,889
g23936,211,137
g23937,0,0
g23938,282,152
g23939,79,51
g23940,582,444
g23941,12,12
g23942,127,80
g23943,0,0
g23944,3,1
g23945,3,8
g23946,119,105
g23947,333,160
g23948,7,10
g23949,51,42
g23950,0,0
g23951,0,0
g23952,262,184
g23953,629,570
g23954,208,166
g23955,1,1
g23956,123,113
g23957,180,129
g23958,161,126
g23959,752,772
g23960,163,99
g23961,5,1
g23962,1,1
g23963,0,1
g23964,428,349
g23965,13,3
g23966,12,5
g23967,10,11
g23968,4,0
g23969,0,0
g23970,3,0
g23971,0,1
g23972,127,103
g23973,414,283
g23974,0,0
g23975,14,17
g23976,0,0
g23977,31,41
g23978,11,14
g23979,871,777
g23980,7,6
g23981,107,116
g23982,2,1
g23983,11,7
g23984,2090,1371
g23985,1124,767
g23986,1094,1026
g23987,128,83
g23988,5288,3796
g23989,1076,451
g23990,85,78
g23991,2,0
g23992,131,40
g23993,837,793
g23994,73,47
g23995,10,7
g23996,3,1
g23997,0,1
g23998,945,856
g23999,596,599
g24000,43,26
g24001,251,228
g24002,0,1
g24003,8,19
g24004,44,40
g24005,2,0
g24006,683,397
g24007,153,121
g24008,127,249
g24009,52,45
g24010,599,523
g24011,16,42
g24012,330,279
g24013,3604,2808
g24014,14,9
g24015,2282,2346
g24016,32,22
g24017,6,4
g24018,2,0
g24019,185,145
g24020,1280,997
g24021,11,7
g24022,2,0
g24023,1,0
g24024,8,2
g24025,286,216
g24026,0,0
g24027,0,1
g24028,1,1
g24029,1,1
g24030,225,186
g24031,1232,902
g24032,342,228
g24033,8,6
g24034,226,185
g24035,3,0
g24036,504,606
g24037,0,0
g24038,0,0
g24039,100,115
g24040,9,8
g24041,529,345
g24042,0,0
g24043,650,464
g24044,0,0
g24045,119,77
g24046,915,669
g24047,435,364
g24048,40,31
g24049,1,0
g24050,151,155
g24051,845,823
g24052,5488,5243
g24053,60,32
g24054,291,270
g24055,33,13
g24056,126,114
g24057,0,0
g24058,14,17
g24059,0,1
g24060,0,0
g24061,123,118
g24062,4,3
g24063,5882,4984
g24064,186,125
g24065,453,348
g24066,142,108
g24067,173,128
g24068,2,1
g24069,1,0
g24070,61,85
g24071,20,22
g24072,1800,1345
g24073,0,1
g24074,161,133
g24075,54,35
g24076,25,18
g24077,575,472
g24078,445,382
g24079,105,97
g24080,49,31
g24081,4326,3414
g24082,32,3
g24083,116,53
g24084,1096,941
g24085,368,272
g24086,60,45
g24087,149,110
g24088,0,0
g24089,0,0
g24090,0,0
g24091,0,0
g24092,0,0
g24093,0,0
g24094,0,0
g24095,0,0
g24096,0,0
g24097,0,0
g24098,0,0
g24099,0,0
g24100,0,0
g24101,0,0
g24102,0,0
g24103,0,0
g24104,0,0
g24105,0,0
g24106,0,0
g24107,0,0
g24108,0,0
g24109,0,0
g24110,0,0
g24111,0,0
g24112,0,0
g24113,0,0
g24114,0,0
g24115,0,0
g24116,0,0
g24117,0,0
g24118,0,0
g24119,0,0
g24120,1,0
g24121,3764,2674
g24122,0,0
g24123,69,90
g24124,5,2
g24125,21,15
g24126,305,254
g24127,245,186
g24128,548,404
g24129,79,60
g24130,345,252
g24131,0,0
g24132,592,589
g24133,264,180
g24134,30,19
g24135,17,14
g24136,442,386
g24137,0,0
g24138,27,64
g24139,1626,1629
g24140,372,345
g24141,40,48
g24142,943,700
g24143,5,3
g24144,168,132
g24145,602,553
g24146,305,238
g24147,218,186
g24148,716,808
g24149,595,511
g24150,2,5
g24151,839,785
g24152,0,0
g24153,11,28
g24154,90,60
g24155,6,3
g24156,2,1
g24157,66,46
g24158,3,0
g24159,35,42
g24160,224,155
g24161,628,535
g24162,3507,2849
g24163,1,4
g24164,512,409
g24165,169,137
g24166,4788,4236
g24167,29,14
g24168,44,67
g24169,0,0
g24170,314,226
g24171,0,0
g24172,0,0
g24173,0,0
g24174,26,26
g24175,4,1
g24176,0,0
g24177,0,0
g24178,78,59
g24179,274,305
g24180,9,13
g24181,156,118
g24182,7,10
g24183,83,60
g24184,6,16
g24185,25,89
g24186,3,7
g24187,1,1
g24188,2,1
g24189,1,1
g24190,350,283
g24191,344,348
g24192,0,0
g24193,0,1
g24194,1,0
g24195,1,0
g24196,1,0
g24197,0,4
g24198,11,2
g24199,6,2
g24200,2,0
g24201,1,0
g24202,4263,4019
g24203,301,229
g24204,416,283
g24205,2949,2383
g24206,32,21
g24207,39,45
g24208,0,0
g24209,0,0
g24210,3,2
g24211,34,40
g24212,2,4
g24213,316,232
g24214,7,2
g24215,3,5
g24216,0,0
g24217,59,45
g24218,67,28
g24219,136,107
g24220,58,27
g24221,480,386
g24222,118,90
g24223,413,257
g24224,139,172
g24225,1697,907
g24226,0,0
g24227,367,322
g24228,3624,2476
g24229,1,0
g24230,1,0
g24231,0,0
g24232,310,263
g24233,166,124
g24234,3,0
g24235,0,0
g24236,91,57
g24237,1393,429
g24238,426,211
g24239,327,232
g24240,30,18
g24241,258,179
g24242,429,281
g24243,31,21
g24244,21,8
g24245,0,0
g24246,0,0
g24247,216,175
g24248,0,0
g24249,15,16
g24250,269,187
g24251,3,4
g24252,1,0
g24253,0,4
g24254,13,15
g24255,0,0
g24256,0,0
g24257,0,0
g24258,0,0
g24259,0,0
g24260,0,0
g24261,0,0
g24262,0,0
g24263,0,0
g24264,0,0
g24265,0,0
g24266,0,0
g24267,0,0
g24268,1,0
g24269,0,0
g24270,0,0
g24271,0,0
g24272,0,0
g24273,0,0
g24274,0,0
g24275,0,0
g24276,136,177
g24277,1,2
g24278,0,0
g24279,0,0
g24280,0,0
g24281,0,0
g24282,0,0
g24283,0,0
g24284,0,0
g24285,0,0
g24286,0,0
g24287,0,0
g24288,0,0
g24289,0,0
g24290,0,0
g24291,0,0
g24292,0,0
g24293,1,0
g24294,23,27
g24295,502,411
g24296,138,94
g24297,5591,3659
g24298,44,46
g24299,7,11
g24300,115,73
g24301,1105,842
g24302,225,182
g24303,57,55
g24304,13,6
g24305,0,0
g24306,19,15
g24307,46,34
g24308,486,385
g24309,1080,933
g24310,2315,1621
g24311,253,212
g24312,354,295
g24313,60,44
g24314,2,0
g24315,0,0
g24316,8,3
g24317,0,0
g24318,3,4
g24319,80,92
g24320,303,266
g24321,348,128
g24322,1208,1462
g24323,3,5
g24324,158,103
g24325,613,433
g24326,485,383
g24327,353,387
g24328,386,347
g24329,85,80
g24330,1479,1055
g24331,3191,2519
g24332,324,240
g24333,5,4
g24334,81,85
g24335,3037,2389
g24336,8,9
g24337,65,72
g24338,7,6
g24339,617,558
g24340,496,481
g24341,408,271
g24342,1,0
g24343,0,0
g24344,2556,2052
g24345,1297,1164
g24346,17,18
g24347,72,45
g24348,2256,1708
g24349,62,56
g24350,926,723
g24351,3798,3116
g24352,99,102
g24353,6,6
g24354,86,94
g24355,69,56
g24356,5,6
g24357,0,0
g24358,0,0
g24359,489,484
g24360,8,1
g24361,86,70
g24362,54,41
g24363,203,171
g24364,1,0
g24365,13,3
g24366,328,254
g24367,198,180
g24368,67,52
g24369,0,0
g24370,0,0
g24371,71,55
g24372,18,16
g24373,122,78
g24374,0,0
g24375,99,77
g24376,26,6
g24377,236,197
g24378,74,46
g24379,4,10
g24380,0,0
g24381,72,35
g24382,0,0
g24383,0,0
g24384,9,6
g24385,372,390
g24386,1068,865
g24387,20,19
g24388,23,17
g24389,566,316
g24390,0,0
g24391,1,1
g24392,192,140
g24393,92,87
g24394,1234,819
g24395,334,284
g24396,10,15
g24397,28,17
g24398,13,10
g24399,0,0
g24400,2,8
g24401,5,7
g24402,305,232
g24403,31,11
g24404,0,4
g24405,799,748
g24406,2,7
g24407,2185,1467
g24408,1699,1548
g24409,0,1
g24410,0,0
g24411,191,227
g24412,606,424
g24413,19,10
g24414,3440,2865
g24415,2381,2927
g24416,1,3
g24417,0,0
g24418,0,2
g24419,16,20
g24420,68,49
g24421,2,1
g24422,0,0
g24423,7,6
g24424,0,0
g24425,12,7
g24426,10,4
g24427,38,32
g24428,11,17
g24429,218,134
g24430,614,549
g24431,61,38
g24432,25,31
g24433,0,1
g24434,0,0
g24435,352,155
g24436,3,0
g24437,2,2
g24438,114,78
g24439,16,14
g24440,3,2
g24441,1,4
g24442,1,0
g24443,0,0
g24444,0,0
g24445,0,0
g24446,0,0
g24447,0,0
g24448,0,0
g24449,0,0
g24450,0,0
g24451,0,0
g24452,0,0
g24453,0,0
g24454,0,0
g24455,0,0
g24456,0,0
g24457,0,0
g24458,16,16
g24459,841,828
g24460,1544,1616
g24461,8,14
g24462,1,1
g24463,68,42
g24464,2382,1274
g24465,1,0
g24466,59,60
g24467,1,4
g24468,1,9
g24469,0,0
g24470,68,48
g24471,3,5
g24472,1,2
g24473,3,1
g24474,4,0
g24475,39,24
g24476,990,802
g24477,1,0
g24478,0,0
g24479,0,0
g24480,3,0
g24481,0,0
g24482,0,0
g24483,0,0
g24484,0,0
g24485,0,0
g24486,0,0
g24487,0,0
g24488,0,0
g24489,0,0
g24490,0,0
g24491,0,0
g24492,0,0
g24493,4,2
g24494,7,1
g24495,1,5
g24496,2,4
g24497,1,1
g24498,1,0
g24499,0,0
g24500,0,0
g24501,0,0
g24502,0,0
g24503,0,0
g24504,0,0
g24505,0,0
g24506,0,0
g24507,0,0
g24508,0,0
g24509,0,0
g24510,0,0
g24511,0,0
g24512,0,0
g24513,0,0
g24514,0,0
g24515,0,0
g24516,0,0
g24517,0,0
g24518,0,0
g24519,0,0
g24520,0,0
g24521,288,229
g24522,8,5
g24523,0,1
g24524,0,0
g24525,0,0
g24526,0,0
g24527,0,0
g24528,0,0
g24529,0,0
g24530,0,0
g24531,0,0
g24532,0,0
g24533,0,0
g24534,0,0
g24535,0,0
g24536,0,0
g24537,0,0
g24538,0,0
g24539,0,0
g24540,0,0
g24541,0,0
g24542,0,0
g24543,0,0
g24544,0,0
g24545,0,0
g24546,0,0
g24547,0,0
g24548,0,0
g24549,0,0
g24550,0,0
g24551,0,0
g24552,31,37
g24553,0,0
g24554,0,0
g24555,0,0
g24556,0,0
g24557,0,1
g24558,0,0
g24559,0,0
g24560,0,0
g24561,0,0
g24562,0,0
g24563,0,0
g24564,0,0
g24565,0,0
g24566,0,0
g24567,0,2
g24568,0,2
g24569,0,1
g24570,0,0
g24571,0,0
g24572,0,0
g24573,0,0
g24574,0,0
g24575,0,0
g24576,1,0
g24577,0,0
g24578,1,0
g24579,0,0
g24580,0,0
g24581,22,23
g24582,3,6
g24583,6,6
g24584,1,1
g24585,0,0
g24586,97,248
g24587,116,102
g24588,552,477
g24589,4,1
g24590,6,1
g24591,2,1
g24592,0,0
g24593,1,0
g24594,5,1
g24595,259,118
g24596,0,0
g24597,0,4
g24598,0,3
g24599,0,0
g24600,1,0
g24601,59,48
g24602,0,0
g24603,143,142
g24604,15,21
g24605,1584,1322
g24606,3,4
g24607,0,1
g24608,72,76
g24609,18,2
g24610,5036,3735
g24611,39,40
g24612,2719,2273
g24613,13,7
g24614,23,15
g24615,0,0
g24616,27371,20555
g24617,3185,3347
g24618,0,0
g24619,0,0
g24620,79,84
g24621,1420,1448
g24622,61,41
g24623,61,41
g24624,33,68
g24625,2,2
g24626,127,71
g24627,576,478
g24628,0,0
g24629,0,1
g24630,298,207
g24631,124,39
g24632,111,87
g24633,82,77
g24634,149,154
g24635,236,239
g24636,169,149
g24637,660,472
g24638,1,1
g24639,797,569
g24640,74,53
g24641,228,221
g24642,940,602
g24643,90,43
g24644,0,0
g24645,0,0
g24646,45,28
g24647,995,870
g24648,5,8
g24649,1794,1667
g24650,5,2
g24651,186,81
g24652,100,106
g24653,1188,1122
g24654,369,266
g24655,2,1
g24656,1,1
g24657,851,959
g24658,9,2
g24659,1652,1386
g24660,35,17
g24661,10,6
g24662,6,5
g24663,1439,1449
g24664,2055,1747
g24665,20,35
g24666,4,13
g24667,7,11
g24668,5,1
g24669,4415,5313
g24670,20,33
g24671,14,22
g24672,16,11
g24673,308,223
g24674,6709,4627
g24675,82,152
g24676,1,1
g24677,0,0
g24678,4,2
g24679,233,189
g24680,109,89
g24681,410,272
g24682,368,279
g24683,516,363
g24684,51,63
g24685,5570,3977
g24686,69,69
g24687,534,437
g24688,210,164
g24689,1,0
g24690,0,0
g24691,0,0
g24692,0,0
g24693,0,0
g24694,394,366
g24695,60,53
g24696,0,0
g24697,0,0
g24698,0,0
g24699,358,232
g24700,64,50
g24701,34,13
g24702,172,70
g24703,0,0
g24704,1,0
g24705,347,266
g24706,427,383
g24707,49,47
g24708,2,3
g24709,1499,803
g24710,0,0
g24711,1,0
g24712,64,48
g24713,399,299
g24714,0,0
g24715,0,0
g24716,1,0
g24717,1,0
g24718,4,10
g24719,66,87
g24720,10,10
g24721,174,222
g24722,766,842
g24723,43,42
g24724,30,22
g24725,1,1
g24726,1482,1044
g24727,131,100
g24728,137,101
g24729,99,83
g24730,109,109
g24731,2,1
g24732,166,129
g24733,18,16
g24734,40,19
g24735,2,2
g24736,86,76
g24737,117,98
g24738,49,33
g24739,366,289
g24740,478,207
g24741,138,89
g24742,0,2
g24743,0,0
g24744,0,0
g24745,0,0
g24746,0,0
g24747,0,0
g24748,0,0
g24749,0,0
g24750,12,4
g24751,3,0
g24752,0,1
g24753,116,101
g24754,3,3
g24755,801,731
g24756,324,384
g24757,0,0
g24758,1,0
g24759,0,0
g24760,340,321
g24761,0,0
g24762,2751,2822
g24763,66,84
g24764,2,5
g24765,302,236
g24766,423,352
g24767,956,911
g24768,1741,1177
g24769,0,0
g24770,173,97
g24771,7,5
g24772,122,57
g24773,2720,1358
g24774,14,2
g24775,1,1
g24776,0,0
g24777,0,1
g24778,110,51
g24779,7,7
g24780,17,46
g24781,190,169
g24782,7252,5629
g24783,791,650
g24784,750,444
