,wt_NB_f5,wt_NB_f4
g13559,0,0
g13560,272,267
g13561,12,8
g13562,641,845
g13563,1,2
g13564,38,12
g13565,0,0
g13566,7,10
g13567,3132,3272
g13568,24,7
g13569,181,165
g13570,428,325
g13571,11,14
g13572,37,30
g13573,427,399
g13574,45,29
g13575,2,2
g13576,1,4
g13577,2477,1861
g13578,62,43
g13579,8,6
g13580,440,1182
g13581,0,0
g13582,63,55
g13583,3222,3635
g13584,549,595
g13585,875,1047
g13586,369,218
g13587,1225,1083
g13588,0,0
g13589,3,6
g13590,66,42
g13591,484,351
g13592,0,0
g13593,1,1
g13594,8,13
g13595,1,1
g13596,6,10
g13597,2294,2536
g13598,13,17
g13599,0,0
g13600,6,3
g13601,102,122
g13602,10,22
g13603,0,0
g13604,7,5
g13605,590,575
g13606,949,887
g13607,11,25
g13608,396,404
g13609,0,1
g13610,1,0
g13611,3,0
g13612,1978,1790
g13613,593,512
g13614,0,0
g13615,4,5
g13616,0,0
g13617,145,123
g13618,37,35
g13619,59,74
g13620,0,0
g13621,0,1
g13622,58,13
g13623,6,2
g13624,25,6
g13625,122,137
g13626,0,0
g13627,2,1
g13628,18,25
g13629,31,27
g13630,2,2
g13631,1039,1128
g13632,4,9
g13633,412,255
g13634,47,39
g13635,2,0
g13636,295,634
g13637,11,12
g13638,0,0
g13639,25,31
g13640,568,586
g13641,0,0
g13642,0,0
g13643,0,0
g13644,0,0
g13645,0,0
g13646,0,0
g13647,0,0
g13648,0,0
g13649,0,0
g13650,0,0
g13651,0,0
g13652,0,0
g13653,0,0
g13654,0,0
g13655,0,0
g13656,0,0
g13657,0,0
g13658,0,0
g13659,0,0
g13660,0,0
g13661,0,0
g13662,0,0
g13663,0,0
g13664,0,0
g13665,0,0
g13666,0,0
g13667,0,0
g13668,0,0
g13669,0,0
g13670,0,0
g13671,0,0
g13672,0,0
g13673,0,0
g13674,0,0
g13675,0,0
g13676,0,0
g13677,0,0
g13678,0,0
g13679,0,0
g13680,0,0
g13681,0,0
g13682,0,0
g13683,40,19
g13684,0,1
g13685,289,206
g13686,335,449
g13687,298,249
g13688,227,258
g13689,245,206
g13690,23,19
g13691,110,95
g13692,8,3
g13693,9,8
g13694,0,0
g13695,395,671
g13696,6,18
g13697,1,3
g13698,1,0
g13699,4,4
g13700,60,57
g13701,0,0
g13702,1,1
g13703,0,0
g13704,134,120
g13705,4,0
g13706,543,525
g13707,43,32
g13708,150,122
g13709,0,0
g13710,0,0
g13711,25,22
g13712,0,0
g13713,103,83
g13714,16,30
g13715,4,2
g13716,3,3
g13717,0,0
g13718,0,0
g13719,0,0
g13720,167,115
g13721,0,0
g13722,46,55
g13723,677,940
g13724,0,0
g13725,0,0
g13726,485,258
g13727,0,0
g13728,0,1
g13729,0,0
g13730,82,76
g13731,258,201
g13732,127,148
g13733,82,64
g13734,1738,1110
g13735,2,1
g13736,6,14
g13737,382,321
g13738,1666,2012
g13739,0,0
g13740,1,2
g13741,37,36
g13742,618,524
g13743,624,596
g13744,33,35
g13745,62,77
g13746,159,117
g13747,50,51
g13748,7,9
g13749,311,246
g13750,18,19
g13751,110,106
g13752,1136,1832
g13753,169,187
g13754,0,5
g13755,1159,1557
g13756,626,680
g13757,41,33
g13758,324,308
g13759,1,1
g13760,6,5
g13761,1,1
g13762,76,187
g13763,586,446
g13764,1,2
g13765,1366,2334
g13766,356,623
g13767,178,249
g13768,21,28
g13769,50,51
g13770,75,73
g13771,0,0
g13772,470,522
g13773,32,36
g13774,1,2
g13775,364,308
g13776,1340,1669
g13777,1131,978
g13778,209,281
g13779,70,82
g13780,611,1012
g13781,63,100
g13782,687,939
g13783,733,585
g13784,88,59
g13785,4247,4752
g13786,535,584
g13787,617,560
g13788,122,128
g13789,13,9
g13790,15,18
g13791,1031,840
g13792,180,169
g13793,76,93
g13794,141,144
g13795,30,44
g13796,69,66
g13797,10,12
g13798,195,240
g13799,303,575
g13800,255,244
g13801,3,11
g13802,776,963
g13803,2,2
g13804,73,78
g13805,56,73
g13806,211,297
g13807,159,213
g13808,785,665
g13809,12,24
g13810,517,515
g13811,2211,1310
g13812,4,4
g13813,33,48
g13814,1447,1228
g13815,198,253
g13816,173,258
g13817,124,182
g13818,585,519
g13819,28,23
g13820,79,97
g13821,34,37
g13822,4,4
g13823,39,25
g13824,1,0
g13825,163,152
g13826,47,56
g13827,642,675
g13828,0,0
g13829,870,1059
g13830,0,0
g13831,0,0
g13832,0,1
g13833,75,62
g13834,5,4
g13835,0,2
g13836,47,151
g13837,189,355
g13838,14,26
g13839,0,1
g13840,0,0
g13841,0,0
g13842,10,11
g13843,66,80
g13844,0,0
g13845,0,0
g13846,2010,1795
g13847,140,109
g13848,1,5
g13849,0,0
g13850,1,0
g13851,38,45
g13852,35,47
g13853,63,55
g13854,0,0
g13855,0,0
g13856,1,0
g13857,0,0
g13858,29,28
g13859,104,118
g13860,90,118
g13861,6,14
g13862,291,342
g13863,582,611
g13864,783,746
g13865,115,128
g13866,0,0
g13867,1,2
g13868,33,30
g13869,7,11
g13870,0,1
g13871,45,45
g13872,194,192
g13873,932,1021
g13874,7,4
g13875,685,916
g13876,951,936
g13877,263,294
g13878,36,42
g13879,35,29
g13880,192,214
g13881,3,2
g13882,1875,1987
g13883,220,234
g13884,1514,1784
g13885,1900,2606
g13886,5,9
g13887,0,0
g13888,1,0
g13889,33,41
g13890,66,81
g13891,7,6
g13892,3825,4306
g13893,36,51
g13894,79,57
g13895,18,15
g13896,18,101
g13897,12,8
g13898,1099,1406
g13899,25,32
g13900,104,81
g13901,22,17
g13902,4,2
g13903,0,0
g13904,61,30
g13905,27,49
g13906,0,0
g13907,0,0
g13908,1030,843
g13909,19,29
g13910,355,398
g13911,1,0
g13912,13,14
g13913,88,128
g13914,10,3
g13915,2,3
g13916,151,209
g13917,363,273
g13918,133,99
g13919,0,1
g13920,366,254
g13921,0,0
g13922,202,211
g13923,81,90
g13924,304,465
g13925,5,5
g13926,4,4
g13927,0,0
g13928,0,0
g13929,615,588
g13930,0,0
g13931,88,89
g13932,481,413
g13933,5870,3646
g13934,0,0
g13935,0,2
g13936,613,450
g13937,1,0
g13938,439,291
g13939,2,1
g13940,0,4
g13941,507,387
g13942,4,7
g13943,27,24
g13944,2,4
g13945,3,5
g13946,91,93
g13947,511,476
g13948,1808,1693
g13949,309,260
g13950,338,338
g13951,2,0
g13952,2,2
g13953,154,123
g13954,170,123
g13955,26,36
g13956,247,310
g13957,57,44
g13958,16,8
g13959,54,75
g13960,40,61
g13961,1,2
g13962,15,13
g13963,674,706
g13964,13,10
g13965,17,8
g13966,5,3
g13967,26,17
g13968,209,172
g13969,81,55
g13970,956,761
g13971,67,45
g13972,23,37
g13973,198,251
g13974,196,234
g13975,1,0
g13976,138,144
g13977,917,676
g13978,1,4
g13979,0,3
g13980,1,11
g13981,1678,2480
g13982,41,51
g13983,17,29
g13984,17,20
g13985,95,93
g13986,45,25
g13987,174,136
g13988,157,204
g13989,3,1
g13990,0,0
g13991,1,0
g13992,0,0
g13993,2293,2842
g13994,1,3
g13995,35,58
g13996,3,6
g13997,210,202
g13998,29,36
g13999,124,110
g14000,0,0
g14001,124,180
g14002,278,287
g14003,0,0
g14004,1,2
g14005,197,176
g14006,16,13
g14007,0,0
g14008,0,0
g14009,8,9
g14010,2,1
g14011,1,0
g14012,0,1
g14013,0,1
g14014,3,1
g14015,77,98
g14016,48,83
g14017,791,760
g14018,777,739
g14019,0,0
g14020,1645,1504
g14021,11,6
g14022,61,47
g14023,266,233
g14024,41,42
g14025,0,0
g14026,13,16
g14027,396,352
g14028,2,1
g14029,5,12
g14030,747,862
g14031,90,91
g14032,0,0
g14033,0,3
g14034,3,22
g14035,0,3
g14036,14,19
g14037,0,0
g14038,4317,5559
g14039,1081,766
g14040,0,0
g14041,0,1
g14042,1052,724
g14043,76,51
g14044,22,20
g14045,10,14
g14046,14,13
g14047,145,132
g14048,0,0
g14049,0,0
g14050,2,4
g14051,200,159
g14052,58,57
g14053,532,524
g14054,20,15
g14055,116,67
g14056,0,0
g14057,11,29
g14058,1,1
g14059,15,25
g14060,1938,1932
g14061,156,123
g14062,256,351
g14063,0,0
g14064,0,0
g14065,2,0
g14066,1037,813
g14067,6,7
g14068,0,0
g14069,50,58
g14070,490,513
g14071,1,1
g14072,0,0
g14073,1,0
g14074,0,0
g14075,2,0
g14076,0,0
g14077,0,0
g14078,30,23
g14079,740,576
g14080,33,18
g14081,176,184
g14082,222,282
g14083,15,26
g14084,0,1
g14085,0,0
g14086,0,0
g14087,0,0
g14088,0,0
g14089,0,0
g14090,0,0
g14091,0,0
g14092,1200,1402
g14093,3107,3384
g14094,0,0
g14095,0,0
g14096,0,0
g14097,6,0
g14098,238,263
g14099,0,0
g14100,5,5
g14101,0,1
g14102,0,0
g14103,2,1
g14104,5,6
g14105,0,0
g14106,2,0
g14107,229,225
g14108,5,3
g14109,23,18
g14110,0,0
g14111,0,0
g14112,171,127
g14113,294,273
g14114,1334,1202
g14115,16,13
g14116,84,73
g14117,0,1
g14118,0,0
g14119,0,0
g14120,0,1
g14121,0,0
g14122,0,0
g14123,0,0
g14124,0,1
g14125,445,487
g14126,164,163
g14127,1745,3716
g14128,184,115
g14129,0,0
g14130,0,0
g14131,4,1
g14132,181,171
g14133,0,0
g14134,0,1
g14135,14,8
g14136,1,5
g14137,1621,2227
g14138,265,282
g14139,1,2
g14140,514,599
g14141,1,0
g14142,1200,1419
g14143,574,660
g14144,885,893
g14145,278,304
g14146,0,0
g14147,0,0
g14148,45,33
g14149,122,97
g14150,1,2
g14151,0,0
g14152,0,0
g14153,0,0
g14154,0,0
g14155,0,0
g14156,0,0
g14157,0,0
g14158,0,0
g14159,0,0
g14160,0,0
g14161,0,0
g14162,0,0
g14163,771,836
g14164,66,63
g14165,392,203
g14166,5,3
g14167,547,506
g14168,68,76
g14169,1,1
g14170,0,1
g14171,0,1
g14172,5,2
g14173,140,154
g14174,2,0
g14175,3,7
g14176,10,20
g14177,934,736
g14178,2,0
g14179,33,41
g14180,2070,1957
g14181,249,236
g14182,228,286
g14183,8,20
g14184,442,511
g14185,13,13
g14186,209,235
g14187,16,12
g14188,1029,1211
g14189,3,5
g14190,0,0
g14191,0,0
g14192,0,0
g14193,0,0
g14194,0,0
g14195,0,0
g14196,0,0
g14197,0,0
g14198,0,0
g14199,0,0
g14200,0,0
g14201,0,1
g14202,0,1
g14203,1,1
g14204,83,99
g14205,51,31
g14206,320,287
g14207,12,7
g14208,5,0
g14209,5,0
g14210,27,15
g14211,1133,1347
g14212,179,113
g14213,13,10
g14214,2196,2673
g14215,2,1
g14216,758,699
g14217,529,501
g14218,0,1
g14219,22,25
g14220,109,206
g14221,1163,1709
g14222,1087,1153
g14223,820,1195
g14224,193,231
g14225,0,0
g14226,632,1033
g14227,918,715
g14228,29,4
g14229,75,58
g14230,1,3
g14231,84,48
g14232,24,18
g14233,0,0
g14234,1142,1356
g14235,269,202
g14236,1,2
g14237,27,33
g14238,66,44
g14239,2139,2178
g14240,291,326
g14241,107,93
g14242,1,1
g14243,153,195
g14244,7,4
g14245,519,488
g14246,8,5
g14247,0,1
g14248,300,365
g14249,449,374
g14250,446,471
g14251,511,360
g14252,2288,2297
g14253,111,126
g14254,397,404
g14255,43,40
g14256,285,289
g14257,294,169
g14258,343,336
g14259,0,0
g14260,948,727
g14261,4,2
g14262,11,17
g14263,0,0
g14264,31,31
g14265,27,23
g14266,15,14
g14267,529,469
g14268,240,216
g14269,242,238
g14270,18,11
g14271,106,153
g14272,0,0
g14273,253,275
g14274,0,0
g14275,104,79
g14276,1,0
g14277,36,36
g14278,1233,1049
g14279,254,237
g14280,1,0
g14281,157,191
g14282,252,268
g14283,0,0
g14284,331,313
g14285,114,103
g14286,199,197
g14287,3,0
g14288,331,442
g14289,365,353
g14290,7,9
g14291,9,9
g14292,1,5
g14293,0,2
g14294,1,0
g14295,2,0
g14296,348,243
g14297,71,26
g14298,2512,2917
g14299,7,6
g14300,1653,2369
g14301,0,0
g14302,0,0
g14303,107,137
g14304,2,2
g14305,8,7
g14306,1211,1185
g14307,169,174
g14308,1,4
g14309,0,0
g14310,84,68
g14311,5042,3514
g14312,1025,975
g14313,48,59
g14314,1597,1799
g14315,451,493
g14316,1120,1676
g14317,34,57
g14318,42,39
g14319,652,719
g14320,0,0
g14321,0,4
g14322,0,0
g14323,0,0
g14324,2,4
g14325,1850,1627
g14326,183,155
g14327,2,0
g14328,4,3
g14329,157,143
g14330,7,5
g14331,19,14
g14332,1,0
g14333,0,0
g14334,0,1
g14335,4,15
g14336,143,257
g14337,0,4
g14338,262,284
g14339,8,8
g14340,1,0
g14341,0,0
g14342,0,0
g14343,2335,3695
g14344,3445,4824
g14345,250,366
g14346,161,208
g14347,162,140
g14348,7,9
g14349,12,15
g14350,0,0
g14351,0,0
g14352,0,0
g14353,1201,1004
g14354,8,22
g14355,248,240
g14356,1549,2228
g14357,18,9
g14358,2014,2295
g14359,23,16
g14360,0,0
g14361,0,2
g14362,2,1
g14363,0,0
g14364,0,0
g14365,0,0
g14366,0,0
g14367,0,0
g14368,30,106
g14369,2,4
g14370,1,10
g14371,2917,3257
g14372,314,319
g14373,3,3
g14374,34,43
g14375,625,534
g14376,4,1
g14377,0,0
g14378,0,0
g14379,0,0
g14380,0,0
g14381,0,0
g14382,0,0
g14383,0,1
g14384,0,1
g14385,0,0
g14386,0,0
g14387,0,0
g14388,0,0
g14389,0,0
g14390,165,152
g14391,53,32
g14392,44,64
g14393,392,486
g14394,136,158
g14395,20,22
g14396,466,555
g14397,1,3
g14398,45,44
g14399,4965,6627
g14400,242,236
g14401,394,422
g14402,643,653
g14403,19,19
g14404,2,2
g14405,11,10
g14406,189,151
g14407,3,0
g14408,0,0
g14409,0,0
g14410,0,0
g14411,212,160
g14412,192,181
g14413,0,1
g14414,36,33
g14415,0,5
g14416,11,10
g14417,47,62
g14418,3,2
g14419,8,15
g14420,636,808
g14421,1022,1132
g14422,440,314
g14423,0,0
g14424,0,0
g14425,362,342
g14426,35,30
g14427,1178,1183
g14428,502,357
g14429,535,508
g14430,651,569
g14431,370,298
g14432,134,156
g14433,3,3
g14434,2,1
g14435,2,1
g14436,17,23
g14437,76,82
g14438,207,232
g14439,286,243
g14440,5,1
g14441,85,95
g14442,603,769
g14443,1996,3016
g14444,14,40
g14445,767,960
g14446,577,1113
g14447,188,241
g14448,1,0
g14449,918,842
g14450,255,298
g14451,110,87
g14452,0,0
g14453,114,208
g14454,2,1
g14455,1086,1048
g14456,0,0
g14457,60,57
g14458,196,165
g14459,0,0
g14460,0,0
g14461,35,51
g14462,0,0
g14463,0,0
g14464,903,806
g14465,0,1
g14466,6,9
g14467,1,0
g14468,0,1
g14469,23,28
g14470,3,5
g14471,0,0
g14472,4,3
g14473,0,0
g14474,0,0
g14475,0,0
g14476,452,612
g14477,43,39
g14478,214,194
g14479,23,22
g14480,1205,1457
g14481,78,97
g14482,15,14
g14483,595,647
g14484,582,563
g14485,8,30
g14486,237,162
g14487,60,24
g14488,21,16
g14489,0,0
g14490,0,0
g14491,0,0
g14492,0,0
g14493,1,3
g14494,1,2
g14495,69,65
g14496,0,0
g14497,0,0
g14498,60,72
g14499,721,766
g14500,0,3
g14501,314,339
g14502,403,304
g14503,51,61
g14504,2,0
g14505,33,20
g14506,0,0
g14507,2,0
g14508,56,32
g14509,2666,1918
g14510,133,87
g14511,68,58
g14512,0,0
g14513,255,206
g14514,994,1119
g14515,0,0
g14516,4,4
g14517,0,0
g14518,0,3
g14519,1,3
g14520,0,0
g14521,0,0
g14522,0,0
g14523,0,0
g14524,0,0
g14525,0,0
g14526,0,0
g14527,0,0
g14528,0,0
g14529,0,0
g14530,0,0
g14531,0,0
g14532,0,0
g14533,0,0
g14534,0,0
g14535,0,0
g14536,0,1
g14537,0,0
g14538,0,0
g14539,0,0
g14540,0,1
g14541,8,3
g14542,5,6
g14543,0,0
g14544,0,0
g14545,0,0
g14546,8,22
g14547,3,7
g14548,0,0
g14549,1,1
g14550,18,30
g14551,0,0
g14552,13,29
g14553,29,44
g14554,7,3
g14555,2,1
g14556,1,0
g14557,8,25
g14558,20,28
g14559,0,0
g14560,0,0
g14561,13,15
g14562,415,378
g14563,31,41
g14564,310,305
g14565,775,822
g14566,84,103
g14567,67,51
g14568,1,1
g14569,832,935
g14570,187,204
g14571,755,1022
g14572,846,973
g14573,16,10
g14574,86,97
g14575,14,98
g14576,0,0
g14577,0,0
g14578,1,1
g14579,0,1
g14580,0,0
g14581,0,0
g14582,36,60
g14583,2,1
g14584,111,118
g14585,157,164
g14586,14,19
g14587,3,6
g14588,655,1026
g14589,1084,1275
g14590,13,26
g14591,2,0
g14592,0,0
g14593,84,74
g14594,0,0
g14595,363,280
g14596,0,0
g14597,0,3
g14598,405,418
g14599,75,69
g14600,1,0
g14601,12,21
g14602,1,0
g14603,146,104
g14604,648,1045
g14605,37,59
g14606,8,9
g14607,45,45
g14608,539,426
g14609,2,0
g14610,2,1
g14611,147,143
g14612,134,120
g14613,275,253
g14614,150,197
g14615,47,48
g14616,3,9
g14617,11,10
g14618,738,937
g14619,1378,1297
g14620,199,161
g14621,83,63
g14622,440,590
g14623,327,406
g14624,699,805
g14625,13,9
g14626,14,19
g14627,37,27
g14628,4,3
g14629,6,3
g14630,6,4
g14631,374,440
g14632,262,205
g14633,0,0
g14634,0,0
g14635,0,0
g14636,0,0
g14637,1,0
g14638,21,22
g14639,159,128
g14640,0,0
g14641,17,10
g14642,54,58
g14643,0,0
g14644,0,0
g14645,0,0
g14646,0,0
g14647,0,0
g14648,15,5
g14649,2,4
g14650,86,72
g14651,7,3
g14652,724,652
g14653,0,0
g14654,28,25
g14655,17,17
g14656,808,650
g14657,75,85
g14658,8977,2951
g14659,9945,3416
g14660,1,4
g14661,2,1
g14662,0,0
g14663,218,61
g14664,2,2
g14665,50,69
g14666,2,1
g14667,53,49
g14668,666,924
g14669,112,156
g14670,0,0
g14671,0,0
g14672,0,0
g14673,0,0
g14674,0,0
g14675,73,104
g14676,67,80
g14677,38,32
g14678,2628,1881
g14679,0,0
g14680,19,17
g14681,8,10
g14682,3,25
g14683,0,0
g14684,0,1
g14685,0,0
g14686,0,0
g14687,0,0
g14688,0,0
g14689,450,437
g14690,0,0
g14691,1,0
g14692,0,0
g14693,0,0
g14694,1,1
g14695,2,0
g14696,0,0
g14697,0,0
g14698,118,101
g14699,371,433
g14700,343,307
g14701,0,0
g14702,0,1
g14703,1,0
g14704,0,0
g14705,25,41
g14706,0,0
g14707,0,0
g14708,2,3
g14709,51,62
g14710,163,170
g14711,46,16
g14712,52,59
g14713,0,0
g14714,0,1
g14715,681,451
g14716,1,0
g14717,25,19
g14718,0,1
g14719,0,1
g14720,48,49
g14721,0,0
g14722,8,31
g14723,4,7
g14724,1,1
g14725,0,0
g14726,141,100
g14727,2,0
g14728,0,0
g14729,583,617
g14730,181,307
g14731,0,0
g14732,15,10
g14733,77,67
g14734,0,0
g14735,1,0
g14736,0,0
g14737,4,4
g14738,0,0
g14739,1,0
g14740,241,326
g14741,1,1
g14742,0,0
g14743,7,3
g14744,0,0
g14745,1859,2674
g14746,510,486
g14747,713,620
g14748,1422,1528
g14749,85,135
g14750,1185,1527
g14751,1,1
g14752,2,0
g14753,1,0
g14754,1015,536
g14755,124,82
g14756,683,763
g14757,3,3
g14758,72,61
g14759,484,555
g14760,14,15
g14761,243,186
g14762,34,12
g14763,284,261
g14764,1,4
g14765,12,29
g14766,3,1
g14767,2,6
g14768,727,782
g14769,56,64
g14770,152,155
g14771,99,79
g14772,3,1
g14773,1,0
g14774,4,4
g14775,0,0
g14776,1,0
g14777,0,0
g14778,1807,1478
g14779,314,255
g14780,151,126
g14781,4,4
g14782,1,0
g14783,3045,2610
g14784,167,203
g14785,1,0
g14786,1402,1024
g14787,510,378
g14788,3,4
g14789,0,0
g14790,0,0
g14791,147,105
g14792,127,97
g14793,14,4
g14794,1,3
g14795,3029,2871
g14796,0,0
g14797,0,0
g14798,0,0
g14799,0,0
g14800,19,17
g14801,0,0
g14802,3,3
g14803,12,9
g14804,108,81
g14805,156,191
g14806,632,868
g14807,3,9
g14808,1,0
g14809,1,0
g14810,236,167
g14811,92,78
g14812,0,0
g14813,34,31
g14814,1,2
g14815,116,215
g14816,117,95
g14817,85,111
g14818,7,9
g14819,1,1
g14820,24,53
g14821,2,0
g14822,264,303
g14823,2529,2864
g14824,0,0
g14825,0,1
g14826,168,145
g14827,69,79
g14828,30,18
g14829,0,1
g14830,9,6
g14831,0,1
g14832,2,2
g14833,0,0
g14834,0,0
g14835,0,0
g14836,81,92
g14837,613,680
g14838,120,116
g14839,552,337
g14840,343,356
g14841,31,5
g14842,9,2
g14843,164,99
g14844,1356,1235
g14845,95,101
g14846,1616,1352
g14847,4,5
g14848,384,327
g14849,1442,1232
g14850,95,99
g14851,239,210
g14852,0,0
g14853,0,0
g14854,46,35
g14855,216,151
g14856,13,13
g14857,109,97
g14858,209,149
g14859,0,0
g14860,603,437
g14861,0,0
g14862,274,240
g14863,7,3
g14864,1877,795
g14865,425,369
g14866,61,55
g14867,110,97
g14868,3,0
g14869,107,121
g14870,2,0
g14871,1,0
g14872,0,0
g14873,587,468
g14874,0,0
g14875,0,0
g14876,17,20
g14877,1,0
g14878,617,522
g14879,10,16
g14880,0,2
g14881,2,3
g14882,1,1
g14883,1894,2674
g14884,34,29
g14885,113,80
g14886,1,0
g14887,586,573
g14888,66,62
g14889,1,0
g14890,2066,3191
g14891,1180,1174
g14892,437,402
g14893,660,635
g14894,0,3
g14895,0,1
g14896,64,58
g14897,0,0
g14898,0,0
g14899,0,0
g14900,0,0
g14901,86,56
g14902,7,9
g14903,0,0
g14904,12,18
g14905,21,18
g14906,769,884
g14907,9,4
g14908,5,9
g14909,57,51
g14910,0,1
g14911,0,0
g14912,0,0
g14913,1,1
g14914,226,295
g14915,544,371
g14916,447,542
g14917,273,381
g14918,0,0
g14919,1798,1815
g14920,80,47
g14921,0,0
g14922,61,62
g14923,249,213
g14924,100,125
g14925,878,1091
g14926,232,220
g14927,1,0
g14928,15,13
g14929,1,2
g14930,68,36
g14931,184,230
g14932,12,19
g14933,328,342
g14934,0,1
g14935,0,2
g14936,3,0
g14937,0,0
g14938,0,0
g14939,0,0
g14940,0,0
g14941,0,0
g14942,10,5
g14943,1,1
g14944,1143,1163
g14945,79,87
g14946,420,411
g14947,36,35
g14948,4,4
g14949,709,888
g14950,0,0
g14951,1,2
g14952,2,2
g14953,291,303
g14954,1,1
g14955,237,222
g14956,53,43
g14957,1011,2081
g14958,422,964
g14959,611,553
g14960,20,23
g14961,1,0
g14962,20,25
g14963,1,0
g14964,1,1
g14965,0,0
g14966,3,0
g14967,16,6
g14968,243,278
g14969,0,0
g14970,0,0
g14971,25,22
g14972,937,983
g14973,0,1
g14974,0,0
g14975,446,344
g14976,17,3
g14977,355,281
g14978,53,61
g14979,0,2
g14980,0,0
g14981,0,0
g14982,0,0
g14983,1,0
g14984,0,0
g14985,0,0
g14986,11,4
g14987,0,0
g14988,0,0
g14989,0,0
g14990,0,0
g14991,0,0
g14992,78,87
g14993,47,9
g14994,0,0
g14995,272,259
g14996,1,2
g14997,368,247
g14998,10,7
g14999,0,0
g15000,384,304
g15001,0,1
g15002,149,75
g15003,445,588
g15004,5,6
g15005,0,0
g15006,50,34
g15007,35,24
g15008,14,12
g15009,7,15
g15010,100,47
g15011,8,5
g15012,21,17
g15013,1,0
g15014,0,0
g15015,23,12
g15016,17,18
g15017,93,82
g15018,0,0
g15019,0,0
g15020,0,0
g15021,2,2
g15022,0,0
g15023,0,0
g15024,0,0
g15025,0,0
g15026,288,288
g15027,0,2
g15028,0,0
g15029,10,5
g15030,77,50
g15031,1548,1372
g15032,21,16
g15033,937,1380
g15034,7,13
g15035,0,0
g15036,2119,2932
g15037,676,766
g15038,10,7
g15039,1208,1066
g15040,362,501
g15041,8,20
g15042,0,0
g15043,2,4
g15044,90,91
g15045,2024,2148
g15046,507,543
g15047,112,93
g15048,1408,1669
g15049,414,500
g15050,2,0
g15051,2,4
g15052,2408,1913
g15053,60,35
g15054,9,10
g15055,1,0
g15056,6,4
g15057,50,37
g15058,3,1
g15059,0,0
g15060,16,11
g15061,14,0
g15062,0,0
g15063,0,0
g15064,799,1187
g15065,2,5
g15066,984,924
g15067,0,2
g15068,235,215
g15069,12,11
g15070,1,1
g15071,4,1
g15072,8,8
g15073,392,432
g15074,3207,3818
g15075,265,286
g15076,208,232
g15077,382,329
g15078,739,860
g15079,38,46
g15080,3,0
g15081,0,0
g15082,1,2
g15083,139,96
g15084,208,175
g15085,0,0
g15086,88,64
g15087,4,0
g15088,487,327
g15089,31,27
g15090,0,1
g15091,1,0
g15092,0,0
g15093,0,0
g15094,760,636
g15095,4,7
g15096,1240,1032
g15097,455,357
g15098,2314,2250
g15099,1105,1032
g15100,9,6
g15101,9,11
g15102,0,0
g15103,2,0
g15104,91,75
g15105,217,179
g15106,1784,1584
g15107,6602,9351
g15108,103,102
g15109,2,2
g15110,3732,3380
g15111,597,443
g15112,637,548
g15113,633,534
g15114,88,77
g15115,0,0
g15116,759,847
g15117,269,398
g15118,1,0
g15119,7,9
g15120,147,155
g15121,47,51
g15122,374,393
g15123,164,163
g15124,331,355
g15125,1336,1406
g15126,184,200
g15127,414,573
g15128,0,0
g15129,0,2
g15130,1,1
g15131,369,414
g15132,176,168
g15133,4,13
g15134,2301,2937
g15135,482,621
g15136,116,150
g15137,1,0
g15138,25,20
g15139,6,8
g15140,107,95
g15141,145,164
g15142,134,84
g15143,301,370
g15144,2034,2166
g15145,824,900
g15146,236,293
g15147,1281,1240
g15148,33,31
g15149,47,51
g15150,3464,3077
g15151,41,35
g15152,24,37
g15153,355,335
g15154,46,50
g15155,245,294
g15156,357,350
g15157,98,96
g15158,694,1189
g15159,4,5
g15160,458,384
g15161,33,25
g15162,393,416
g15163,27,16
g15164,860,1052
g15165,455,522
g15166,52,52
g15167,30,16
g15168,2422,2089
g15169,240,262
g15170,46,73
g15171,0,0
g15172,571,519
g15173,20,41
g15174,37,33
g15175,13,7
g15176,233,254
g15177,13,12
g15178,379,361
g15179,127,140
g15180,42,44
g15181,509,420
g15182,55,37
g15183,354,319
g15184,2,6
g15185,323,306
g15186,372,389
g15187,728,613
g15188,12,14
g15189,7,11
g15190,5180,5824
g15191,3966,4294
g15192,3,1
g15193,8,19
g15194,12,43
g15195,0,0
g15196,52,111
g15197,0,5
g15198,0,6
g15199,3,45
g15200,275,641
g15201,1,11
g15202,0,0
g15203,0,0
g15204,0,0
g15205,145,165
g15206,32214,35481
g15207,53,33
g15208,24,0
g15209,0,0
g15210,0,0
g15211,0,0
g15212,0,0
g15213,80,42
g15214,35,119
g15215,973,3037
g15216,20,100
g15217,2,20
g15218,10,113
g15219,371,835
g15220,3,26
g15221,5,6
g15222,4,12
g15223,1290,4255
g15224,126,147
g15225,923,2026
g15226,42,169
g15227,9197,9390
g15228,15,2
g15229,1200,2407
g15230,6592,9300
g15231,6385,8916
g15232,5311,8372
g15233,8842,13412
g15234,4448,7025
g15235,1815,3733
g15236,2632,3791
g15237,2928,5704
g15238,1813,3682
g15239,3231,7531
g15240,735,2097
g15241,14412,19408
g15242,1368,3645
g15243,7082,10509
g15244,6,10
g15245,8,20
g15246,434,789
g15247,11,45
g15248,64,101
g15249,15,34
g15250,14920,22344
g15251,33478,41867
g15252,22192,26897
g15253,14,19
g15254,157,201
g15255,61905,96303
g15256,209761,191661
g15257,99696,96967
g15258,81108,90242
g15259,1935,10449
g15260,3029,754
g15261,3,12
g15262,2094,1990
g15263,786,791
g15264,0,0
g15265,0,0
g15266,0,0
g15267,0,0
g15268,0,0
