,het_NB_f4,het_NB_f5
g14321,1,2
g14322,0,0
g14323,0,0
g14324,4,0
g14325,1469,1644
g14326,129,148
g14327,1,0
g14328,0,2
g14329,130,124
g14330,0,14
g14331,13,39
g14332,0,0
g14333,0,0
g14334,1,4
g14335,3,7
g14336,280,119
g14337,1,1
g14338,247,255
g14339,9,8
g14340,0,0
g14341,0,0
g14342,0,0
g14343,3497,1924
g14344,4633,2966
g14345,347,222
g14346,223,173
g14347,157,161
g14348,12,5
g14349,5,6
g14350,0,0
g14351,0,0
g14352,0,0
g14353,781,1000
g14354,17,9
g14355,256,189
g14356,2169,1322
g14357,12,19
g14358,2066,1490
g14359,17,14
g14360,0,0
g14361,1,0
g14362,0,0
g14363,0,0
g14364,0,0
g14365,0,0
g14366,0,0
g14367,0,0
g14368,73,15
g14369,5,7
g14370,6,1
g14371,3328,2543
g14372,247,233
g14373,2,3
g14374,39,24
g14375,452,501
g14376,0,1
g14377,0,0
g14378,0,0
g14379,0,0
g14380,0,0
g14381,0,0
g14382,0,0
g14383,0,0
g14384,0,1
g14385,0,0
g14386,0,0
g14387,0,0
g14388,0,0
g14389,1,0
g14390,166,123
g14391,23,73
g14392,42,137
g14393,569,384
g14394,188,144
g14395,25,7
g14396,554,326
g14397,0,0
g14398,63,41
g14399,6650,3899
g14400,233,200
g14401,361,419
g14402,623,594
g14403,23,21
g14404,0,0
g14405,8,12
g14406,162,221
g14407,2,1
g14408,0,0
g14409,0,2
g14410,0,0
g14411,178,188
g14412,225,240
g14413,0,0
g14414,19,54
g14415,4,1
g14416,7,6
g14417,80,43
g14418,1,10
g14419,10,10
g14420,550,610
g14421,1100,842
g14422,315,594
g14423,0,0
g14424,0,0
g14425,256,295
g14426,32,37
g14427,1112,940
g14428,440,457
g14429,442,411
g14430,647,598
g14431,390,293
g14432,165,92
g14433,3,4
g14434,1,6
g14435,1,9
g14436,9,21
g14437,60,96
g14438,262,179
g14439,244,298
g14440,3,12
g14441,76,66
g14442,894,531
g14443,3577,1827
g14444,31,22
g14445,996,668
g14446,1162,471
g14447,213,112
g14448,0,1
g14449,719,747
g14450,285,231
g14451,110,92
g14452,0,0
g14453,220,123
g14454,4,2
g14455,974,962
g14456,0,1
g14457,57,42
g14458,219,205
g14459,0,0
g14460,0,0
g14461,48,67
g14462,0,0
g14463,3,0
g14464,653,630
g14465,0,0
g14466,9,3
g14467,1,2
g14468,1,0
g14469,32,30
g14470,9,7
g14471,0,0
g14472,1,1
g14473,0,0
g14474,0,0
g14475,0,0
g14476,483,334
g14477,61,64
g14478,192,226
g14479,16,21
g14480,1425,981
g14481,75,63
g14482,10,13
g14483,596,419
g14484,467,568
g14485,12,19
g14486,172,241
g14487,30,49
g14488,6,24
g14489,0,0
g14490,0,0
g14491,0,0
g14492,0,0
g14493,0,4
g14494,1,0
g14495,63,101
g14496,0,0
g14497,0,1
g14498,59,72
g14499,744,630
g14500,1,3
g14501,295,337
g14502,333,369
g14503,62,84
g14504,0,2
g14505,19,36
g14506,0,2
g14507,0,2
g14508,37,75
g14509,1647,3073
g14510,94,135
g14511,48,109
g14512,0,0
g14513,225,249
g14514,1192,813
g14515,2,2
g14516,4,39
g14517,0,0
g14518,0,0
g14519,8,1
g14520,2,0
g14521,1,0
g14522,0,0
g14523,0,0
g14524,0,0
g14525,0,0
g14526,0,0
g14527,0,0
g14528,0,0
g14529,0,0
g14530,0,0
g14531,0,0
g14532,0,0
g14533,0,0
g14534,0,0
g14535,0,0
g14536,0,0
g14537,0,0
g14538,0,0
g14539,0,0
g14540,0,0
g14541,9,3
g14542,6,3
g14543,0,0
g14544,0,0
g14545,1,1
g14546,12,12
g14547,1,2
g14548,0,0
g14549,1,0
g14550,23,15
g14551,0,0
g14552,11,13
g14553,31,21
g14554,7,10
g14555,0,0
g14556,0,3
g14557,15,13
g14558,20,29
g14559,0,1
g14560,0,0
g14561,11,23
g14562,334,294
g14563,38,23
g14564,277,299
g14565,1008,597
g14566,96,77
g14567,50,73
g14568,0,0
g14569,851,648
g14570,192,131
g14571,701,1006
g14572,1090,656
g14573,13,7
g14574,103,78
g14575,100,18
g14576,0,0
g14577,0,0
g14578,0,0
g14579,0,4
g14580,0,0
g14581,0,0
g14582,51,60
g14583,0,2
g14584,105,111
g14585,155,196
g14586,10,27
g14587,2,3
g14588,998,722
g14589,1248,938
g14590,14,7
g14591,0,0
g14592,0,0
g14593,65,70
g14594,0,0
g14595,271,361
g14596,0,1
g14597,2,0
g14598,487,393
g14599,63,71
g14600,0,1
g14601,7,2
g14602,1,3
g14603,148,126
g14604,949,528
g14605,93,39
g14606,9,6
g14607,54,77
g14608,346,427
g14609,0,0
g14610,0,1
g14611,120,162
g14612,130,133
g14613,302,231
g14614,177,156
g14615,33,30
g14616,5,8
g14617,8,6
g14618,957,645
g14619,1268,1199
g14620,194,171
g14621,49,65
g14622,411,433
g14623,362,257
g14624,830,579
g14625,6,71
g14626,16,14
g14627,33,48
g14628,2,5
g14629,3,4
g14630,2,5
g14631,484,292
g14632,248,235
g14633,0,0
g14634,0,0
g14635,0,0
g14636,0,0
g14637,0,0
g14638,10,41
g14639,134,123
g14640,0,0
g14641,7,28
g14642,48,66
g14643,1,0
g14644,0,0
g14645,0,0
g14646,0,0
g14647,0,3
g14648,11,24
g14649,4,14
g14650,67,79
g14651,4,10
g14652,683,608
g14653,0,0
g14654,18,50
g14655,10,21
g14656,454,836
g14657,45,101
g14658,2477,6146
g14659,2884,6845
g14660,3,5
g14661,3,2
g14662,0,1
g14663,58,404
g14664,1,4
g14665,51,70
g14666,1,1
g14667,55,42
g14668,864,530
g14669,195,121
g14670,0,0
g14671,0,0
g14672,0,0
g14673,0,0
g14674,0,0
g14675,92,91
g14676,68,77
g14677,35,28
g14678,1817,2104
g14679,0,0
g14680,9,212
g14681,4,122
g14682,16,5
g14683,0,0
g14684,0,0
g14685,0,0
g14686,0,0
g14687,0,0
g14688,0,0
g14689,391,443
g14690,1,0
g14691,0,0
g14692,0,0
g14693,0,0
g14694,0,3
g14695,0,4
g14696,0,0
g14697,0,0
g14698,114,126
g14699,494,298
g14700,253,326
g14701,0,0
g14702,2,5
g14703,0,0
g14704,0,0
g14705,33,34
g14706,0,0
g14707,1,0
g14708,4,6
g14709,46,63
g14710,161,174
g14711,18,43
g14712,39,292
g14713,0,0
g14714,0,4
g14715,378,626
g14716,0,0
g14717,20,24
g14718,1,0
g14719,0,0
g14720,22,70
g14721,0,0
g14722,22,14
g14723,6,5
g14724,1,4
g14725,0,0
g14726,76,215
g14727,0,4
g14728,0,0
g14729,614,537
g14730,230,202
g14731,0,0
g14732,9,18
g14733,87,57
g14734,0,0
g14735,0,0
g14736,0,0
g14737,2,14
g14738,0,0
g14739,4,2
g14740,302,198
g14741,1,1
g14742,0,1
g14743,1,4
g14744,0,0
g14745,2499,1648
g14746,499,376
g14747,520,634
g14748,1452,1178
g14749,111,67
g14750,1399,1048
g14751,2,4
g14752,1,3
g14753,0,0
g14754,416,674
g14755,64,66
g14756,769,550
g14757,0,1
g14758,56,96
g14759,486,448
g14760,17,69
g14761,168,238
g14762,24,32
g14763,291,253
g14764,8,23
g14765,15,9
g14766,1,0
g14767,1,1
g14768,796,733
g14769,67,53
g14770,158,197
g14771,83,89
g14772,0,4
g14773,0,0
g14774,1,7
g14775,0,0
g14776,0,0
g14777,1,1
g14778,1555,1495
g14779,276,178
g14780,87,125
g14781,11,7
g14782,0,1
g14783,2353,2402
g14784,171,155
g14785,0,0
g14786,1010,1220
g14787,382,463
g14788,3,7
g14789,0,0
g14790,0,0
g14791,121,163
g14792,86,259
g14793,4,15
g14794,0,7
g14795,2396,2535
g14796,0,0
g14797,0,0
g14798,0,0
g14799,0,1
g14800,15,10
g14801,1,1
g14802,3,6
g14803,14,14
g14804,102,160
g14805,255,143
g14806,1020,552
g14807,4,6
g14808,0,0
g14809,0,0
g14810,137,277
g14811,45,347
g14812,0,0
g14813,24,36
g14814,0,0
g14815,243,102
g14816,68,111
g14817,110,76
g14818,2,5
g14819,0,0
g14820,28,41
g14821,1,0
g14822,307,221
g14823,2758,1960
g14824,0,0
g14825,0,0
g14826,87,164
g14827,82,95
g14828,25,26
g14829,0,0
g14830,5,12
g14831,0,0
g14832,3,10
g14833,0,0
g14834,0,0
g14835,1,0
g14836,58,142
g14837,597,478
g14838,80,86
g14839,302,391
g14840,422,342
g14841,63,25
g14842,5,4
g14843,151,139
g14844,1217,1025
g14845,116,88
g14846,1284,1222
g14847,8,10
g14848,311,370
g14849,1069,1199
g14850,96,76
g14851,202,240
g14852,0,1
g14853,0,0
g14854,30,38
g14855,188,181
g14856,10,131
g14857,93,96
g14858,107,132
g14859,0,0
g14860,325,702
g14861,0,0
g14862,281,212
g14863,1,15
g14864,597,2591
g14865,318,359
g14866,66,88
g14867,150,99
g14868,2,2
g14869,141,116
g14870,0,1
g14871,0,0
g14872,0,0
g14873,579,544
g14874,0,0
g14875,0,1
g14876,16,152
g14877,0,3
g14878,364,494
g14879,8,12
g14880,1,2
g14881,10,37
g14882,2,0
g14883,2326,1676
g14884,20,26
g14885,94,103
g14886,0,0
g14887,673,582
g14888,40,92
g14889,0,0
g14890,2819,1431
g14891,1348,996
g14892,457,334
g14893,694,597
g14894,3,3
g14895,3,0
g14896,77,68
g14897,0,0
g14898,0,0
g14899,0,0
g14900,0,0
g14901,44,115
g14902,1,3
g14903,1,0
g14904,13,18
g14905,26,20
g14906,980,619
g14907,5,8
g14908,5,7
g14909,42,516
g14910,1,0
g14911,1,0
g14912,0,2
g14913,1,0
g14914,275,127
g14915,356,478
g14916,511,372
g14917,294,208
g14918,0,0
g14919,1669,1443
g14920,43,90
g14921,0,0
g14922,75,89
g14923,200,219
g14924,110,105
g14925,1075,846
g14926,201,265
g14927,1,0
g14928,13,49
g14929,2,1
g14930,26,49
g14931,225,179
g14932,16,9
g14933,337,332
g14934,3,2
g14935,0,0
g14936,1,1
g14937,0,0
g14938,0,0
g14939,0,0
g14940,0,0
g14941,0,0
g14942,6,15
g14943,1,0
g14944,1304,1113
g14945,90,114
g14946,373,332
g14947,45,22
g14948,3,7
g14949,911,738
g14950,0,0
g14951,0,3
g14952,1,13
g14953,276,270
g14954,2,3
g14955,217,214
g14956,46,100
g14957,2303,971
g14958,1077,446
g14959,508,519
g14960,18,28
g14961,1,0
g14962,17,30
g14963,0,0
g14964,0,0
g14965,0,0
g14966,0,2
g14967,13,33
g14968,266,341
g14969,0,0
g14970,0,0
g14971,28,42
g14972,1091,792
g14973,0,0
g14974,0,0
g14975,237,313
g14976,9,16
g14977,284,318
g14978,44,42
g14979,1,1
g14980,0,0
g14981,0,0
g14982,0,0
g14983,0,1
g14984,0,1
g14985,0,0
g14986,4,17
g14987,0,0
g14988,0,0
g14989,0,0
g14990,0,0
g14991,0,0
g14992,103,78
g14993,3,26
g14994,1,0
g14995,274,343
g14996,0,0
g14997,300,429
g14998,5,16
g14999,1,0
g15000,273,308
g15001,0,1
g15002,79,131
g15003,689,428
g15004,0,13
g15005,1,0
g15006,44,40
g15007,22,90
g15008,7,19
g15009,9,16
g15010,27,85
g15011,3,1
g15012,7,9
g15013,0,1
g15014,0,0
g15015,4,19
g15016,9,46
g15017,81,82
g15018,1,0
g15019,0,1
g15020,0,0
g15021,1,8
g15022,1,0
g15023,1,0
g15024,0,0
g15025,0,0
g15026,288,245
g15027,0,20
g15028,0,0
g15029,12,66
g15030,88,100
g15031,1087,1274
g15032,19,16
g15033,1475,979
g15034,10,11
g15035,1,2
g15036,2870,1698
g15037,662,487
g15038,6,10
g15039,967,994
g15040,605,357
g15041,25,16
g15042,0,0
g15043,0,0
g15044,74,101
g15045,2116,1631
g15046,556,440
g15047,54,74
g15048,1526,1183
g15049,270,185
g15050,1,1
g15051,1,3
g15052,1894,2046
g15053,33,33
g15054,9,26
g15055,0,0
g15056,5,7
g15057,27,145
g15058,2,3
g15059,0,0
g15060,2,14
g15061,0,6
g15062,0,0
g15063,0,0
g15064,1111,712
g15065,1,0
g15066,749,669
g15067,1,0
g15068,150,148
g15069,9,34
g15070,1,3
g15071,3,2
g15072,7,6
g15073,424,333
g15074,3826,2532
g15075,303,307
g15076,238,219
g15077,329,326
g15078,1592,620
g15079,44,90
g15080,1,4
g15081,0,0
g15082,2,0
g15083,113,99
g15084,194,211
g15085,0,0
g15086,60,159
g15087,0,2
g15088,325,397
g15089,15,33
g15090,0,0
g15091,1,1
g15092,0,0
g15093,0,0
g15094,667,658
g15095,16,12
g15096,1075,1027
g15097,347,350
g15098,2429,1755
g15099,960,906
g15100,9,6
g15101,7,4
g15102,0,0
g15103,0,1
g15104,65,116
g15105,210,185
g15106,1630,1310
g15107,9533,6045
g15108,78,116
g15109,4,6
g15110,3306,2724
g15111,521,425
g15112,585,554
g15113,525,575
g15114,67,126
g15115,1,0
g15116,932,807
g15117,379,232
g15118,0,0
g15119,6,13
g15120,184,139
g15121,47,47
g15122,363,362
g15123,130,155
g15124,331,342
g15125,1264,1169
g15126,191,164
g15127,448,291
g15128,0,0
g15129,1,0
g15130,3,3
g15131,350,319
g15132,171,162
g15133,12,17
g15134,3089,2074
g15135,628,400
g15136,125,70
g15137,1,1
g15138,10,17
g15139,5,2
g15140,118,126
g15141,224,178
g15142,99,118
g15143,327,253
g15144,2620,1796
g15145,1056,731
g15146,308,202
g15147,1235,1127
g15148,30,38
g15149,37,25
g15150,3694,2871
g15151,23,27
g15152,32,33
g15153,296,309
g15154,42,46
g15155,278,266
g15156,343,305
g15157,81,87
g15158,1243,557
g15159,2,8
g15160,339,348
g15161,22,21
g15162,454,350
g15163,9,51
g15164,894,739
g15165,434,466
g15166,79,58
g15167,22,11
g15168,1773,1835
g15169,266,196
g15170,53,26
g15171,0,0
g15172,559,492
g15173,30,28
g15174,50,24
g15175,13,21
g15176,243,216
g15177,9,10
g15178,359,345
g15179,151,119
g15180,22,49
g15181,296,377
g15182,42,76
g15183,343,286
g15184,2,23
g15185,275,318
g15186,414,373
g15187,584,670
g15188,13,16
g15189,9,17
g15190,7185,4272
g15191,4276,3087
g15192,1,0
g15193,45,50
g15194,32,32
g15195,0,0
g15196,71,148
g15197,7,2
g15198,6,3
g15199,36,6
g15200,560,195
g15201,9,2
g15202,0,0
g15203,0,0
g15204,0,0
g15205,161,144
g15206,33002,21127
g15207,46,86
g15208,1,18
g15209,0,0
g15210,0,0
g15211,0,0
g15212,0,0
g15213,29,40
g15214,111,11
g15215,1815,466
g15216,68,17
g15217,12,0
g15218,81,14
g15219,553,212
g15220,20,5
g15221,7,3
g15222,8,2
g15223,4144,551
g15224,118,1
g15225,2215,576
g15226,494,48
g15227,6439,3574
g15228,2,3
g15229,2971,534
g15230,9069,4161
g15231,9586,4631
g15232,8565,4027
g15233,12855,6194
g15234,6526,3180
g15235,3345,1241
g15236,3389,1418
g15237,5241,2080
g15238,3402,1470
g15239,7642,2661
g15240,2256,720
g15241,12520,7481
g15242,3330,1015
g15243,9850,4473
g15244,6,0
g15245,11,0
g15246,527,283
g15247,28,4
g15248,57,31
g15249,14,1
g15250,23161,13154
g15251,46697,26984
g15252,29169,17044
g15253,7,6
g15254,154,68
g15255,108351,69230
g15256,150788,139999
g15257,67900,64878
g15258,86929,63763
g15259,11292,979
g15260,1031,2799
g15261,19,6
g15262,1811,1454
g15263,780,622
g15264,0,0
g15265,0,0
g15266,1,0
g15267,0,2
g15268,0,0
g15269,0,0
g15270,0,0
g15271,0,0
g15272,50,45
g15273,7413,6304
g15274,11,18
g15275,602,419
g15276,7,5
g15277,0,0
g15278,0,3
g15279,2,0
g15280,271,243
g15281,4,0
g15282,29,18
g15283,454,489
g15284,0,2
g15285,5900,3214
g15286,48,45
g15287,14,14
g15288,2722,1802
g15289,94,244
g15290,1125,862
g15291,89,350
g15292,105,93
g15293,39,32
g15294,588,489
g15295,71,75
g15296,363,369
g15297,6,7
g15298,1481,1045
g15299,1120,596
g15300,416,284
g15301,23,16
g15302,130,148
g15303,7,8
g15304,16,21
g15305,4,4
g15306,27,34
g15307,865,590
g15308,28,23
g15309,49,40
g15310,1053,904
g15311,52,28
g15312,2259,1620
g15313,77,120
g15314,1991,1273
g15315,4925,2753
g15316,0,2
g15317,28,78
g15318,392,375
g15319,0,0
g15320,0,0
g15321,0,0
g15322,275,369
g15323,9,40
g15324,63,62
g15325,0,0
g15326,82,67
g15327,519,400
g15328,251,210
g15329,1840,1280
g15330,42,80
g15331,1738,1243
g15332,228,324
g15333,490,378
g15334,165,120
g15335,211,157
g15336,8,15
g15337,38,70
g15338,4,4
g15339,114,61
g15340,43,25
g15341,278,444
g15342,0,1
g15343,25,56
g15344,90,103
g15345,287,335
g15346,71,62
g15347,44,45
g15348,71,74
g15349,2,8
g15350,59,77
g15351,14,19
g15352,84,150
g15353,24,25
g15354,2,0
g15355,0,0
g15356,0,1
g15357,13,14
g15358,503,402
g15359,3,14
g15360,460,533
g15361,3,4
g15362,0,0
g15363,0,0
g15364,0,0
g15365,0,0
g15366,125,117
g15367,5,1
g15368,0,0
g15369,8,6
g15370,3,11
g15371,414,863
g15372,1775,3743
g15373,30,38
g15374,1,3
g15375,14,52
g15376,4,4
g15377,260,250
g15378,91,82
g15379,22,27
g15380,5279,2782
g15381,327,207
g15382,245,183
g15383,221,169
g15384,196,206
g15385,10,6
g15386,1,1
g15387,44,57
g15388,178,198
g15389,0,1
g15390,3,23
g15391,97,146
g15392,108,146
g15393,7,6
g15394,1,0
g15395,152,138
g15396,31,26
g15397,133,154
g15398,113,130
g15399,0,0
g15400,429,387
g15401,0,0
g15402,5425,6475
g15403,3,0
g15404,0,0
g15405,118,62
g15406,164,314
g15407,6,2
g15408,0,0
g15409,0,0
g15410,0,0
g15411,0,0
g15412,0,0
g15413,0,0
g15414,0,0
g15415,4,4
g15416,0,1
g15417,1,0
g15418,42,35
g15419,7,109
g15420,24,22
g15421,0,0
g15422,308,294
g15423,223,205
g15424,0,0
g15425,6,7
g15426,1669,1376
g15427,7,7
g15428,22,33
g15429,89,75
g15430,20,22
g15431,1551,2034
g15432,4,3
g15433,918,1451
g15434,723,1272
g15435,261,114
g15436,276,227
g15437,0,0
g15438,24,29
g15439,370,400
g15440,1,0
g15441,27,28
g15442,0,0
g15443,2,11
g15444,0,0
g15445,0,40
g15446,0,0
g15447,145,203
g15448,3197,2948
g15449,1499,1342
g15450,8,6
g15451,588,379
g15452,269,251
g15453,828,576
g15454,0,0
g15455,13,98
g15456,1750,1517
g15457,121,97
g15458,10,10
g15459,142,113
g15460,7,1
g15461,8,3
g15462,441,309
g15463,94,79
g15464,318,341
g15465,480,657
g15466,0,0
g15467,439,384
g15468,302,580
g15469,2,1
g15470,2,4
g15471,8,6
g15472,17,71
g15473,16,34
g15474,17,19
g15475,117,112
g15476,244,205
g15477,22,32
g15478,814,549
g15479,0,0
g15480,0,0
g15481,6,6
g15482,143,149
g15483,70,33
g15484,107,67
g15485,0,0
g15486,1,3
g15487,0,1
g15488,654,538
g15489,333,329
g15490,8,6
g15491,0,1
g15492,1,0
g15493,0,0
g15494,0,0
g15495,0,0
g15496,2,0
g15497,150,78
g15498,404,245
g15499,832,584
g15500,268,160
g15501,85,94
g15502,5,11
g15503,1,0
g15504,1,3
g15505,3,1
g15506,0,0
g15507,4,10
g15508,0,1
g15509,0,0
g15510,0,0
g15511,0,0
g15512,56,53
g15513,21,24
g15514,175,295
g15515,9,5
g15516,21,39
g15517,0,0
g15518,0,2
g15519,2395,1616
g15520,982,967
g15521,159,178
g15522,0,0
g15523,133,76
g15524,0,1
g15525,479,300
g15526,591,352
g15527,2,3
g15528,20,32
g15529,0,0
g15530,38,83
g15531,69,80
g15532,10,18
g15533,226,198
g15534,2,1
g15535,3548,2758
g15536,4,3
g15537,109,65
g15538,316,251
g15539,62,57
g15540,1,6
g15541,44,44
g15542,3366,3244
g15543,65,47
g15544,1,2
g15545,13,9
g15546,116,91
g15547,3198,3465
g15548,2374,1784
g15549,14,31
g15550,1,0
g15551,387,303
g15552,516,447
g15553,138,132
g15554,357,325
g15555,13,18
g15556,310,288
g15557,387,348
g15558,3,1
g15559,521,338
g15560,7,9
g15561,1111,950
g15562,1,2
g15563,32,127
g15564,0,0
g15565,0,0
g15566,90,91
g15567,1037,962
g15568,1,16
g15569,176,147
g15570,0,0
g15571,0,0
g15572,0,0
g15573,0,0
g15574,0,0
g15575,0,0
g15576,0,0
g15577,0,0
g15578,0,0
g15579,0,0
g15580,0,0
g15581,3,1
g15582,135,145
g15583,3,3
g15584,16,60
g15585,0,1
g15586,3,84
g15587,25,33
g15588,92,82
g15589,1280,953
g15590,57,61
g15591,11,16
g15592,0,1
g15593,25,39
g15594,86,98
g15595,96,157
g15596,42,50
g15597,61,80
g15598,22,27
g15599,456,400
g15600,264,267
g15601,317,322
g15602,94,136
g15603,421,378
g15604,33,26
g15605,0,0
g15606,0,3
g15607,0,0
g15608,67,58
g15609,0,0
g15610,0,0
g15611,4,10
g15612,223,355
g15613,0,0
g15614,16,16
g15615,183,244
g15616,52,61
g15617,1277,868
g15618,2,9
g15619,2,5
g15620,2,1
g15621,0,3
g15622,3423,4317
g15623,2182,1764
g15624,1392,1130
g15625,25,18
g15626,64,78
g15627,7,2
g15628,255,356
g15629,0,0
g15630,0,1
g15631,99,135
g15632,407,666
g15633,22,42
g15634,1,2
g15635,5,4
g15636,2,0
g15637,158,184
g15638,159,191
g15639,752,428
g15640,5,29
g15641,15,36
g15642,239,232
g15643,126,127
g15644,10,23
g15645,137,132
g15646,8,12
g15647,4,46
g15648,0,0
g15649,1,5
g15650,0,0
g15651,0,0
g15652,0,0
g15653,22,3
g15654,1,4
g15655,1,0
g15656,762,556
g15657,20,126
g15658,0,1
g15659,2,9
g15660,67,105
g15661,1,0
g15662,0,0
g15663,1,0
g15664,1,0
g15665,1,1
g15666,76,106
g15667,0,3
g15668,9,12
g15669,6,5
g15670,779,456
g15671,10,43
g15672,0,1
g15673,0,0
g15674,0,0
g15675,8,28
g15676,1,2
g15677,0,1
g15678,2396,1492
g15679,8,6
g15680,0,0
g15681,0,0
g15682,2,5
g15683,112,172
g15684,0,1
g15685,81,168
g15686,13,20
g15687,2,5
g15688,413,442
g15689,2,21
g15690,0,0
g15691,223,215
g15692,46,39
g15693,961,620
g15694,88,152
g15695,1070,1192
g15696,2,1
g15697,2,1
g15698,24,44
g15699,686,784
g15700,125,115
g15701,0,10
g15702,0,0
g15703,529,421
g15704,214,171
g15705,299,325
g15706,35,77
g15707,85,98
g15708,206,176
g15709,8,11
g15710,162,167
g15711,655,1178
g15712,3,4
g15713,0,0
g15714,0,0
g15715,6,10
g15716,79,139
g15717,0,1
g15718,6,6
g15719,1,1
g15720,248,157
g15721,235,132
g15722,3424,2075
g15723,48,52
g15724,3,1
g15725,430,506
g15726,0,0
g15727,455,557
g15728,3,9
g15729,0,0
g15730,1,0
g15731,0,0
g15732,825,594
g15733,5,25
g15734,0,0
g15735,4,1
g15736,22,33
g15737,3,6
g15738,105,94
g15739,116,117
g15740,364,157
g15741,1,1
g15742,2,1
g15743,30,22
g15744,378,170
g15745,1,0
g15746,1,3
g15747,114,55
g15748,7320,4746
g15749,660,61
g15750,821,481
g15751,2,0
g15752,2,1
g15753,261,251
g15754,366,295
g15755,721,470
g15756,6,1
g15757,1,0
g15758,1733,1250
g15759,381,389
g15760,0,0
g15761,0,1
g15762,0,0
g15763,6,12
g15764,37,69
g15765,2668,2305
g15766,0,0
g15767,4,11
g15768,1,3
g15769,0,0
g15770,1,4
g15771,85,68
g15772,226,186
g15773,668,709
g15774,0,0
g15775,0,0
g15776,0,0
g15777,180,255
g15778,6,7
g15779,284,281
g15780,568,555
g15781,1229,955
g15782,221,151
g15783,1960,1704
g15784,2,2
g15785,0,0
g15786,0,0
g15787,2,0
g15788,2,2
g15789,15,11
g15790,1262,1350
g15791,81,81
g15792,7,23
g15793,75,81
g15794,216,212
g15795,1,9
g15796,6,69
g15797,1,1
g15798,223,300
g15799,131,98
g15800,46,58
g15801,0,0
g15802,13,18
g15803,2,3
g15804,8,26
g15805,0,0
g15806,342,381
g15807,27,48
g15808,19,35
g15809,120,158
g15810,173,195
g15811,1,0
g15812,1,6
g15813,0,0
g15814,1,0
g15815,154,260
g15816,251,290
g15817,6210,5467
g15818,1,3
g15819,31,21
g15820,0,0
g15821,0,0
g15822,4,29
g15823,5,3
g15824,2,0
g15825,2,36
g15826,4,17
g15827,280,298
g15828,721,985
g15829,11,43
g15830,52,44
g15831,324,294
g15832,818,649
g15833,2,14
g15834,0,0
g15835,296,306
g15836,0,2
g15837,5,22
g15838,1,2
g15839,0,0
g15840,2,2
g15841,0,0
g15842,2,2
g15843,455,262
g15844,3,3
g15845,4,4
g15846,562,210
g15847,1,2
g15848,0,0
g15849,0,0
g15850,38,54
g15851,26,54
g15852,0,0
g15853,0,0
g15854,150,115
g15855,0,1
g15856,0,0
g15857,0,2
g15858,0,3
g15859,0,0
g15860,420,398
g15861,1,1
g15862,259,114
g15863,111,16
g15864,1909,911
g15865,990,1003
g15866,212,206
g15867,4,5
g15868,0,0
g15869,2,4
g15870,0,1
g15871,444,636
g15872,0,0
g15873,0,0
g15874,0,0
g15875,0,0
g15876,0,0
g15877,145,132
g15878,181,162
g15879,0,0
g15880,31,34
g15881,0,2
g15882,2575,1521
g15883,31,8
g15884,429,423
g15885,333,172
g15886,2201,2053
g15887,1217,869
g15888,236,701
g15889,1199,938
g15890,0,0
g15891,47,61
g15892,2,6
g15893,71,47
g15894,0,0
g15895,135,245
g15896,430,332
g15897,7,5
g15898,0,0
g15899,1,1
g15900,0,0
g15901,1259,986
g15902,0,3
g15903,997,930
g15904,23,31
g15905,323,496
g15906,96,46
g15907,0,2
g15908,0,0
g15909,0,0
g15910,0,0
g15911,27,47
g15912,17,21
g15913,356,283
g15914,24,29
g15915,1,2
g15916,0,0
g15917,2003,2297
g15918,42,60
g15919,149,202
g15920,203,188
g15921,970,778
g15922,5854,4755
g15923,19,8
g15924,557,573
g15925,26,42
g15926,19,33
g15927,13,18
g15928,0,3
g15929,68,81
g15930,0,0
g15931,0,1
g15932,33,23
g15933,43,61
g15934,11,7
g15935,23,68
g15936,6,11
g15937,0,0
g15938,8,51
g15939,8,18
g15940,0,0
g15941,231,161
g15942,135,149
g15943,0,1
g15944,0,2
g15945,37,90
g15946,0,0
g15947,10,29
g15948,118,101
g15949,61,53
g15950,347,208
g15951,9,5
g15952,2,35
g15953,1,0
g15954,400,450
g15955,50,77
g15956,264,287
g15957,0,0
g15958,0,0
g15959,1,1
g15960,35,50
g15961,2421,1938
g15962,1,4
g15963,0,0
g15964,103,111
g15965,13,15
g15966,155,184
g15967,45,34
g15968,874,784
g15969,51,58
g15970,6,12
g15971,55,62
g15972,0,0
g15973,79,110
g15974,0,2
g15975,52,67
g15976,1,5
g15977,2,4
g15978,0,3
g15979,171,192
g15980,0,0
g15981,1,2
g15982,39,61
g15983,0,0
g15984,8,15
g15985,0,0
g15986,878,774
g15987,17,47
g15988,12,39
g15989,309,347
g15990,37,41
g15991,0,0
g15992,240,213
g15993,1084,1273
g15994,36,23
g15995,23,38
g15996,53,252
g15997,42,41
g15998,229,252
g15999,0,1
g16000,0,0
g16001,121,84
g16002,4,3
g16003,1474,1224
g16004,126,144
g16005,9,7
g16006,2,3
g16007,1,0
g16008,384,326
g16009,368,549
g16010,289,299
g16011,24,34
g16012,0,0
g16013,0,0
g16014,43,35
g16015,656,663
g16016,0,0
g16017,0,0
g16018,137,74
g16019,3,4
g16020,71,79
g16021,1,4
g16022,4,2
g16023,0,0
g16024,0,0
g16025,0,0
g16026,0,0
g16027,64,140
g16028,35,40
g16029,334,245
g16030,22,27
g16031,129,110
g16032,0,0
g16033,0,0
g16034,0,0
